,PLAYER,TEAM,AGE,games played,W,L,avg minutes per game,PTS,FGM (field goals made AKA num baskets made),FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Year
65,Shatori Walker-Kimbrough,PHO,26,21,12,9,19,7.3,2.6,6,42.9,1,2.4,43.1,1.1,1.2,92,0.3,1.3,1.6,1.5,1,1.1,0.4,1.1,14.4,0,0,1.8,2020
66,Brianna Turner,PHO,24,22,13,9,27.9,7.2,3,5.2,57.9,0,0,0,1.2,1.9,64.3,2.6,6.4,9,1.8,1.4,1.1,2,3,24.1,4,0,1.3,2020
66,Kennedy Burke,IND,24,22,6,16,18.3,7.2,2.6,5.8,44.9,0.7,2.2,31.3,1.4,1.9,71.4,0.9,0.9,1.8,1.1,1.2,0.6,0.4,1.1,12.8,0,0,-4.3,2020
68,Te'a Cooper,LAS,24,20,14,6,17.2,7,2.6,5.7,45.1,0.6,1.6,34.4,1.3,1.7,76.5,0.1,0.9,1,2,1.5,0.7,0,2,11.8,0,0,1.5,2020
69,Paris Kea,NYL,25,11,1,10,15,6.9,2.5,6.6,38.4,1.2,3,39.4,0.6,0.7,87.5,0.5,1.5,2,1.5,1.7,0.6,0.3,1.1,13.4,0,0,-6.6,2020
70,Rachel Banham,MIN,27,20,12,8,16.9,6.9,2.4,5.2,46.2,1.3,2.7,47.2,0.8,1,80,0.1,1.2,1.3,2.4,1,0.5,0.1,2,12.8,1,0,2.4,2020
71,Diamond DeShields,CHI,26,13,9,4,17.2,6.8,2.8,6.4,43.4,0.2,1.4,16.7,1.1,1.4,77.8,0.2,1.5,1.8,1.5,2.3,0.9,0.1,2.1,12.4,0,0,-0.4,2020
72,Sydney Wiese,LAS,26,19,14,5,19.1,6.8,2.5,4.9,50.5,1.3,2.8,47.2,0.6,0.6,91.7,0.3,1.5,1.7,1.2,1.2,0.6,0.1,0.9,12.4,0,0,2,2020
73,Tyasha Harris,DAL,23,21,7,14,19.6,6.8,2.6,6,43.3,0.9,2.7,33.9,0.7,1,63.6,0,1.2,1.2,2.8,0.9,0.9,0.1,1.7,13.7,0,0,-2.7,2020
74,Bridget Carleton,MIN,24,22,14,8,25.8,6.6,2.4,4.6,52,1,2.1,45.7,0.8,1.3,64.3,1,2.5,3.5,2.5,1.2,0.7,0,1.8,14.9,0,0,2.9,2020
75,Ezi Magbegor,SEA,21,22,18,4,13.3,6.5,2.8,5,56.9,0,0.1,33.3,0.9,1.2,70.4,1.1,1.3,2.5,0.3,0.4,0.5,0.7,2,11.9,0,0,3,2020
76,Lexie Brown,MIN,26,17,11,6,22,6.4,2.2,6.5,34.2,0.8,3.1,26.9,1.1,1.4,79.2,0.2,1.8,1.9,2.4,1.4,1.8,0,1.5,15.2,0,0,2.4,2020
77,Stefanie Dolson,CHI,29,15,8,7,18.2,6.4,2.3,4.7,49.3,0.8,2.1,37.5,0.9,1.3,73.7,0.7,2.7,3.5,1.7,1,0.4,0.9,3.2,14.9,0,0,1.6,2020
78,Isabelle Harrison,DAL,27,13,5,8,19.9,6.4,2.6,5.8,44.7,0,0.2,0,1.2,1.5,78.9,1.5,3.2,4.6,1.4,1.4,0.7,0.4,2.5,14.5,1,0,-0.5,2020
79,Kia Vaughn,PHO,34,22,13,9,18.9,6.1,2.8,5.8,48.8,0,0.1,0,0.5,0.9,57.9,1.1,2.5,3.6,1.5,1.5,0.5,0.3,1.8,13,0,0,-0.2,2020
79,Shekinna Stricklen,ATL,30,22,7,15,21.7,6.1,2.1,6.3,34.1,1.5,4.5,33.3,0.4,0.4,100,0.2,1.7,1.9,0.6,0.7,0.3,0,2,10.9,0,0,-3.7,2020
81,Alanna Smith,PHO,24,19,12,7,15.6,6.1,2.3,5.4,42.2,0.5,2.3,23.3,1.1,1.5,69,1.1,2.5,3.6,1.2,0.9,0.3,0.8,2.5,13.6,0,0,3.9,2020
82,Natisha Hiedeman,CON,24,22,10,12,18.6,6.1,2,5.8,35.4,1,2.9,35.9,1,1.4,70,0.4,1.5,1.9,1.9,1.1,0.4,0,2,11.6,0,0,-3.2,2020
83,Seimone Augustus,LAS,37,21,15,6,15.8,5.9,2.6,5.2,49.1,0.6,1,54.5,0.2,0.3,66.7,0.1,1.6,1.8,1.2,0.4,0.6,0.1,1,10.8,0,0,2.8,2020
84,Blake Dietrick,ATL,27,22,7,15,21.1,5.9,2.2,4.7,47.1,1.2,2.6,44.8,0.2,0.4,62.5,0.4,1.3,1.6,3.4,1.8,0.8,0.1,1.9,14,0,0,-3.5,2020
85,Jocelyn Willoughby,NYL,23,22,2,20,17.4,5.8,1.8,5,35.8,0.7,1.7,40.5,1.6,1.9,83.3,0.7,1.7,2.4,0.9,1.4,0.7,0.3,2.3,11.7,0,0,-7,2020
86,Kiah Stokes,NYL,28,22,2,20,27.3,5.7,2.3,6.2,37.2,0.9,3.9,23.5,0.2,0.3,57.1,1.3,5.4,6.7,1.2,1.3,0.5,1.2,2,17.9,0,0,-8.4,2020
87,Ruthy Hebard,CHI,23,22,12,10,14.6,5.7,2.6,3.9,68.2,0,0,0,0.4,0.5,75,0.8,3.1,3.9,0.3,0.7,0.5,0.4,1.6,11.5,1,0,1.4,2020
88,Kiara Leslie,WAS,25,19,8,11,21.8,5.5,2,5.7,35.2,0.9,2.5,36.2,0.6,0.7,92.3,0.8,2.2,3,1.1,0.9,0.5,0.4,1.4,12.2,0,0,-0.8,2020
89,Leaonna Odom,NYL,23,22,2,20,20.6,5.5,2.2,4.5,49,0.2,0.9,25,0.9,1,87,1.5,0.7,2.3,0.7,0.7,0.7,0.4,1.7,10.8,0,0,-5,2020
90,Kaila Charles,CON,23,21,10,11,17.9,5.4,1.9,4.6,41.2,0.5,1.4,36.7,1,1.5,71,1.1,1.5,2.6,0.9,0.9,0.8,0.3,2.1,11.6,0,0,-0.1,2020
91,Shenise Johnson,MIN,30,17,11,6,12.5,5.1,1.6,4.8,34.1,0.4,1,35.3,1.5,1.6,89.3,0.6,1.4,1.9,1.2,1.2,0.9,0.1,1.1,10.6,0,0,-1.6,2020
92,Stella Johnson,WAS,22,9,3,6,11.1,5.1,1.8,3.8,47.1,1,1.6,64.3,0.6,0.6,100,0.4,0.9,1.3,1.3,0.4,0.7,0.2,1.2,10.6,0,0,-0.3,2020
93,Briann January,CON,34,13,8,5,23.3,5,1.7,5.8,29.3,0.8,2.3,36.7,0.8,0.9,83.3,0.3,0.9,1.2,3.4,1.2,0.6,0.2,1.9,12,0,0,6.2,2020
93,Katie Lou Samuelson,DAL,24,22,8,14,19.9,5,1.8,4.4,41.7,0.9,2.7,31.7,0.5,0.7,73.3,0.4,2,2.4,1.4,0.5,0.7,0.4,1.5,11.7,0,0,-1.1,2020
93,Moriah Jefferson,DAL,27,9,3,6,16.7,5,2,4.8,41.9,0.2,0.7,33.3,0.8,1.3,58.3,0.9,2.2,3.1,2.1,1.7,0.8,0.2,1.9,12.4,0,0,-6.9,2020
96,Sophie Cunningham,PHO,24,21,12,9,18.8,5,1.7,4.3,38.5,0.6,2.4,23.5,1,1.2,88,0.4,0.6,1,0.8,0.7,0.5,0.1,2.2,8.7,0,0,3.7,2020
97,Bria Holmes,CON,27,18,8,10,16.2,4.9,1.9,5.4,35.7,0.6,1.7,33.3,0.4,0.7,66.7,0.7,1.1,1.8,1.1,1,0.7,0.3,0.9,10.4,0,0,-4.2,2020
98,Victoria Vivians,IND,26,6,3,3,14.2,4.8,1.7,4.8,34.5,0.3,1.8,18.2,1.2,1.3,87.5,0.3,2,2.3,0.5,1,0.2,0,2.5,8.3,0,0,0.5,2020
99,Glory Johnson,ATL,30,18,5,13,15.1,4.7,1.7,4.6,37.3,0.6,2.3,26.2,0.7,1.3,50,0.4,3.3,3.7,0.6,0.7,0.8,0.4,1.5,12.1,0,0,-2.7,2020
100,Kristine Anigwe,LAS,24,17,11,6,11.6,4.6,1.9,3.1,60.4,0,0,0,0.8,1.5,53.8,1.1,1.6,2.6,0.2,0.9,0.6,0.4,1.9,9.6,0,0,1.5,2020
101,Karima Christmas-Kelly,MIN,31,2,1,1,12.5,4.5,0.5,3.5,14.3,0,1.5,0,3.5,4,87.5,0.5,2.5,3,0.5,2,1.5,0.5,1,12,0,0,-1.5,2020
102,Epiphanny Prince,SEA,33,15,11,4,12.7,4.3,1.5,3.8,38.6,0.6,1.8,33.3,0.7,0.9,84.6,0.1,1.1,1.2,1.4,0.8,0.4,0.1,1.5,8.5,0,0,0.6,2020
103,Kylee Shook,NYL,23,20,2,18,14.5,4.1,1.6,4,40.5,0.2,0.9,17.6,0.7,0.9,82.4,0.8,2.1,2.8,0.6,1,0.4,0.5,1.3,9.3,0,0,-8.4,2020
104,Alexis Jones,ATL,27,6,1,5,8.8,4,1.3,3.5,38.1,1.2,3.2,36.8,0.2,0.3,50,0,0,0,0.8,1,0.5,0,0.5,7,0,0,-1.5,2020
104,Alexis Prince,CHI,27,2,1,1,8,4,1.5,2.5,60,1,1.5,66.7,0,0,0,1,0.5,1.5,0,0,0,0.5,0.5,7.5,0,0,-5,2020
106,Kamiah Smalls,IND,23,7,1,6,14.2,3.9,1.3,2.9,45,1,1.7,58.3,0.3,0.3,100,0.7,0.4,1.1,2,0.3,0.1,0.1,0.4,8.6,0,0,-2,2020
107,Shey Peddy,PHO,32,17,9,8,15.1,3.8,1.1,3.7,30.2,0.2,2,11.8,1.3,1.3,100,0.5,1.5,2.1,1.8,0.9,1.1,0.1,1.3,10.2,0,0,-0.6,2020
108,Mikiah Herbert Harrigan,MIN,22,21,13,8,11.2,3.8,1.4,3.9,36.6,0.7,1.6,42.4,0.2,0.3,71.4,0.7,1.6,2.3,0.3,0.7,0.4,0.4,1,8.7,0,0,1.8,2020
109,Essence Carson,CON,34,21,9,12,13.8,3.7,1.4,4.7,30.3,0.6,2.1,27.3,0.3,0.5,60,0.3,1.3,1.7,0.6,0.8,0.4,0.1,1,7.6,0,0,-4.3,2020
110,Lauren Cox,IND,23,14,3,11,13.1,3.6,1.3,3.1,41.9,0.2,0.4,50,0.8,1.1,73.3,0.7,2.6,3.3,1.4,0.8,0.4,0.3,1.4,9.9,0,0,1,2020
111,Mercedes Russell,SEA,25,22,18,4,13.8,3.5,1.5,3.5,41,0,0,0,0.6,1.1,56,0.7,2.5,3.2,0.6,0.7,0.4,0.4,1,8.8,0,0,3.7,2020
112,Astou Ndour-Fall,DAL,26,13,4,9,11.6,3.5,1.5,4.4,35.1,0.5,1.9,24,0,0,0,1,1.9,2.9,0.5,0.5,0.2,0.5,2.2,8.8,0,0,-6,2020
113,Stephanie Mavunga,CHI,26,10,2,8,9.5,3.5,1.3,2.9,44.8,0,0.5,0,0.9,1.1,81.8,1,2.3,3.3,0.5,1.1,0.1,0.2,1.1,7.9,0,0,-2.4,2020
114,Sugar Rodgers,LVA,31,22,18,4,12,3.4,1.2,3.7,32.1,0.9,2.9,31.3,0.1,0.2,75,0.1,1.1,1.3,1.4,0.7,0.3,0.1,1.1,7.9,0,0,2.7,2020
115,Kaleena Mosqueda-Lewis,CON,27,16,5,11,10.2,3.4,1.2,4,29.7,0.8,2.9,25.5,0.3,0.4,57.1,0.1,1.3,1.3,0.3,0.4,0.2,0.1,1.1,6.2,0,0,-5.1,2020
116,Lindsay Allen,LVA,26,21,18,3,13.5,3.3,1.3,3.2,41.8,0.3,0.9,33.3,0.4,0.5,80,0.3,0.8,1.1,2.4,0.8,0.3,0,1,7.9,0,0,1,2020
117,Megan Walker,NYL,22,18,2,16,11.4,3.3,1.4,4.3,32.1,0.3,2.4,14,0.2,0.3,60,0.6,0.9,1.5,0.3,0.4,0.2,0,0.8,5.9,0,0,-7.1,2020
118,Kalani Brown,ATL,24,10,3,7,6.1,3,1.2,2.3,52.2,0,0,0,0.6,1,60,0.3,0.9,1.2,0,0.5,0.1,0.1,1,4.6,0,0,-1.8,2020
119,Joyner Holmes,NYL,23,19,1,18,10,2.9,1.2,3.8,30.6,0.2,1.5,10.7,0.5,0.6,75,0.8,1.9,2.7,0.7,0.7,0.1,0.1,0.7,6.9,1,0,-4.8,2020
120,Tierra Ruffin-Pratt,LAS,30,17,12,5,14.5,2.9,0.7,2.6,26.7,0.4,0.8,46.2,1.1,1.5,73.1,0.5,1.6,2.1,0.9,0.5,0.6,0.2,1.6,7.9,0,0,0.7,2020
121,Carolyn Swords,LVA,31,22,18,4,17.4,2.9,1,2.3,46,0,0,0,0.8,1,77.3,1.5,3.1,4.6,0.9,0.8,0.2,0.1,1,9,0,0,3.9,2020
122,Sug Sutton,WAS,22,12,6,6,9.4,2.8,1,2.8,36.4,0.4,1.4,29.4,0.4,0.6,71.4,0,0.8,0.8,1,0.5,0.1,0,0.9,5.2,0,0,-1.8,2020
123,Jacki Gemelos,WAS,32,18,7,11,12.4,2.7,1.1,3.1,33.9,0.5,1.9,25.7,0.1,0.2,50,0.2,0.9,1.1,0.8,0.7,0.3,0.1,1,5.9,0,0,-0.8,2020
124,Bella Alarie,DAL,23,22,8,14,14,2.7,1.1,3,36.4,0,0.6,7.7,0.5,0.5,83.3,1,1.8,2.9,0.5,0.5,0.6,0.9,1.6,9.1,0,0,-1.2,2020
125,Avery Warley-Talbert,LVA,34,3,1,2,8.1,2.7,1,2.3,42.9,0,0,0,0.7,1,66.7,1.7,1,2.7,1,0.7,0,0,2,6.3,0,0,-0.7,2020
125,Nia Coffey,PHO,26,15,7,8,15.3,2.7,1.1,2.5,42.1,0.5,1.4,33.3,0.1,0.4,16.7,0.3,2.1,2.5,0.8,0.5,0.3,0.3,2,7.7,0,0,0.2,2020
127,Erica McCall,MIN,25,20,13,7,9.2,2.6,0.8,2.3,35.6,0.1,0.2,25,0.9,1.1,81.8,1.2,1.3,2.5,0.2,0.5,0.3,0.4,1.2,6.5,0,0,1.5,2020
128,Alaina Coates,WAS,26,20,8,12,9.9,2.5,0.9,1.7,52.9,0,0,0,0.7,1.3,53.8,1,1.8,2.8,0.5,0.6,0.4,0.2,1.7,6.8,0,0,-1.2,2020
129,Theresa Plaisance,CON,29,13,4,9,7,2.5,0.8,2.2,37.9,0.4,1.3,29.4,0.4,0.5,83.3,0.2,0.8,1,0.1,0.2,0.4,0.2,1.5,5.2,0,0,-3.2,2020
130,Marie Gülich,LAS,27,12,8,4,9.9,2.4,1.1,2.2,50,0,0.3,0,0.3,0.3,100,0.4,1.1,1.5,0.6,0.4,0.3,0.3,1.9,5.7,0,0,-1.8,2020
131,Kayla Alexander,MIN,30,16,11,5,5.6,2.3,1,1.9,53.3,0,0,0,0.3,0.5,62.5,0.6,0.4,0.9,0.2,0.4,0.1,0.2,0.9,4.1,0,0,-2.1,2020
132,Beatrice Mompremier,CON,24,21,10,11,8.9,2.3,1,2.2,42.6,0,0,0,0.4,0.9,44.4,1.5,1.8,3.3,0.1,0.7,0.2,0.6,1.3,7.5,0,0,-0.8,2020
133,Morgan Tuck,SEA,27,10,9,1,8.8,1.7,0.5,1.6,31.3,0.2,0.9,22.2,0.5,0.8,62.5,0.2,0.4,0.6,0.2,0.6,0.5,0,1.2,3.7,0,0,-0.1,2020
134,Sydney Colson,CHI,31,17,8,9,6.5,1.6,0.5,1.2,42.9,0.2,0.5,33.3,0.4,0.5,87.5,0.1,0.4,0.4,0.8,0.8,0.4,0,0.8,3.8,0,0,-2.2,2020
135,Alisia Jenkins,PHO,27,5,1,4,5.5,1.6,0.4,1.6,25,0,0.6,0,0.8,1.2,66.7,0,0.8,0.8,0,0.6,0,0,0.6,2.4,0,0,-1.6,2020
136,Megan Gustafson,DAL,24,9,4,5,5.3,1.6,0.4,1.6,28.6,0,0.1,0,0.7,1,66.7,0.7,0.6,1.2,0.1,0.2,0,0.1,1,3.1,0,0,-1.1,2020
137,Kathleen Doyle,IND,23,18,4,14,8.6,1.5,0.6,2.3,24.4,0.3,1.2,23.8,0.1,0.2,50,0.2,0.7,0.8,1.1,1,0.4,0,1.4,4.4,0,0,-1.8,2020
138,Reshanda Gray,LAS,28,10,6,4,6.3,1.4,0.4,1.1,36.4,0,0,0,0.6,0.7,85.7,0.6,2.2,2.8,0.3,1,0.1,0.4,1,5.5,0,0,1.3,2020
139,Crystal Langhorne,SEA,34,13,11,2,8.2,1.4,0.5,1.3,41.2,0.1,0.4,20,0.2,0.5,50,0.2,1.9,2.2,0.5,0.8,0.1,0.1,0.5,4.4,0,0,-1.1,2020
140,Jaylyn Agnew,ATL,23,12,4,8,6,1.3,0.3,1.3,26.7,0.3,1.1,23.1,0.3,0.4,80,0,0.4,0.4,0.3,0.4,0,0,0.6,2.2,0,0,-2.6,2020
141,Brittany Brewer,ATL,23,5,1,4,6.5,0.8,0.4,0.6,66.7,0,0,0,0,0,0,0.2,0.8,1,0,0.4,0.6,0.8,0.8,4.6,0,0,-1.8,2020
142,Cierra Burdick,LVA,27,13,12,1,2.2,0.3,0.2,0.5,28.6,0,0,0,0,0,0,0.1,0.3,0.4,0.2,0.1,0,0,0.2,0.8,0,0,-1.5,2020
143,Emma Cannon,LVA,32,1,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
143,Kaela Davis,ATL,26,2,1,1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,2020
143,Megan Huff,LVA,25,7,6,1,2.2,0,0,0.4,0,0,0.1,0,0,0,0,0.3,0.3,0.6,0.1,0.4,0,0,0.4,0.7,0,0,-1,2020
1,Brittney Griner,PHO,29,31,13,18,32.8,20.7,8.7,15.5,56.4,0,0.1,33.3,3.3,4,80.8,1.6,5.5,7.2,2.4,2.5,0.7,2,2.7,35.7,3,0,-1.5,2019
2,Elena Delle Donne,WAS,30,31,26,5,29.1,19.5,7.1,13.8,51.5,1.7,3.9,43,3.7,3.8,97.4,1.5,6.7,8.3,2.2,1,0.6,1.3,1,35.4,9,0,12,2019
3,Arike Ogunbowale,DAL,23,33,10,23,32.1,19.1,6.5,16.7,38.8,1.7,4.9,35.2,4.4,5.4,81.5,0.6,1.8,2.4,3.2,2.1,1.1,0,2.6,28.6,0,0,-5.7,2019
4,Natasha Howard,SEA,28,34,18,16,31.3,18.1,6.7,15.2,43.9,0.9,3.1,30.8,3.8,4.6,81,2.7,5.5,8.2,2.1,2.9,2.2,1.7,2.9,37.2,9,0,4.3,2019
5,DeWanna Bonner,PHO,32,34,15,19,32.9,17.2,5.6,14.8,37.7,1.5,5.6,27.2,4.5,4.9,91.6,1,6.6,7.6,2.7,1.6,1.3,0.6,1.6,32.9,9,0,-1.7,2019
6,Tina Charles,NYL,31,33,10,23,31.1,16.9,6.7,17.2,38.9,0.3,1.8,18.6,3.3,4,81.2,2,5.6,7.5,2.4,2.6,0.7,0.9,2.8,30.3,8,0,-7.8,2019
7,A'ja Wilson,LVA,23,26,15,11,28.4,16.5,6.1,12.7,47.9,0,0,0,4.4,5.5,79.2,1.6,4.8,6.4,1.8,2.2,0.5,1.7,2,29.2,3,0,1.8,2019
8,Diamond DeShields,CHI,25,34,20,14,30.2,16.2,5.6,14.1,39.9,1.5,4.6,31.6,3.4,4.1,83.6,0.9,4.6,5.5,2.4,2.2,1.3,0.4,2.7,28.9,1,0,2.5,2019
9,Nneka Ogwumike,LAS,29,32,20,12,27.9,16.1,6.5,12.7,51,0.7,2.1,33.8,2.4,2.9,82.8,2.3,6.5,8.8,1.8,1.8,1.9,0.5,2.9,32.1,12,0,4.5,2019
10,Liz Cambage,LVA,28,32,19,13,25.2,15.9,6.1,12.2,50.4,0.1,0.4,16.7,3.6,4.8,74.8,2,6.2,8.2,2.1,2.3,0.6,1.6,2.8,30.7,11,0,3.1,2019
11,Tiffany Hayes,ATL,30,29,7,22,28.2,14.7,5.1,12.9,39.3,1.2,4,30.8,3.3,4.4,76.4,0.7,2.3,3,2.8,2.4,1,0.3,2.4,24.3,0,0,-5.1,2019
12,Jonquel Jones,CON,26,34,23,11,28.8,14.6,5.1,11.4,44.8,1.3,4.1,30.9,3.2,3.9,81.8,3.3,6.4,9.7,1.5,1.9,1.3,2,2.8,33.6,15,0,6,2019
13,Chelsea Gray,LAS,27,34,22,12,32.6,14.5,5.5,13.3,41.6,1.5,3.9,38.2,1.9,2.1,91.7,0.4,3.4,3.8,5.9,3.2,1,0.1,1.4,27.8,2,1,3.6,2019
13,Odyssey Sims,MIN,27,34,18,16,31.9,14.5,5.6,13.4,41.5,0.7,2.7,26.9,2.6,3.3,79.5,0.7,2.6,3.4,5.4,3.3,1.4,0.1,2,26.9,0,0,2.2,2019
15,Allie Quigley,CHI,34,34,20,14,28.6,13.8,5,10.2,49.3,2.4,5.3,44.2,1.4,1.6,87,0.4,2.6,3,2.5,1.4,0.8,0.2,1.8,23.6,0,0,2.7,2019
16,Kia Nurse,NYL,24,34,10,24,29.4,13.7,4.2,10.6,39.3,1.9,5.4,35.3,3.4,3.9,87.2,0.6,1.9,2.5,2.3,1.6,0.7,0.1,1.8,22.1,0,0,-7.2,2019
17,Kelsey Mitchell,IND,24,34,13,21,25,13.6,4.9,12.7,38.7,2.3,6.2,37.4,1.5,1.8,83.6,0.1,1.5,1.6,2.6,1.7,0.4,0.1,1.7,21.4,0,0,-0.3,2019
17,Sylvia Fowles,MIN,34,34,18,16,29.5,13.6,5.8,9.9,58.8,0,0,0,2.1,2.9,70.7,2.7,6.2,8.9,1.5,2,0.9,1.4,2.6,28.7,14,0,1.4,2019
19,Kayla McBride,LVA,28,34,21,13,29.1,13.3,4.5,10.5,42.5,1.8,4.3,42.8,2.6,2.8,90.6,0.6,3.5,4.2,2.6,1.7,1.2,0.1,1.4,24.5,0,0,2.5,2019
20,Courtney Williams,CON,26,34,23,11,29.1,13.2,5.5,12.6,43.5,0.5,1,45.7,1.8,2.2,80,1.4,4.1,5.6,3.8,1.6,1.4,0.4,1.4,26.5,1,0,3.1,2019
21,Emma Meesseman,WAS,27,23,19,4,23.6,13.1,5.3,9.6,55.2,0.8,2,42.2,1.7,1.8,90.5,1.2,3,4.2,3.2,1,0.9,0.7,1.8,24.3,1,0,7.5,2019
22,Napheesa Collier,MIN,23,34,18,16,33.3,13.1,4.9,10,49,0.9,2.4,36.1,2.4,3,79.2,1.8,4.8,6.6,2.6,1.9,1.9,0.9,2.9,28.8,5,0,3.9,2019
23,Kristi Toliver,WAS,33,23,16,7,29.5,13,5,10.2,49.4,1.6,4.3,36,1.3,1.5,85.7,0.5,2.4,2.9,6,2,1.2,0.1,1.3,25.9,0,0,8.6,2019
24,Leilani Mitchell,PHO,35,32,14,18,30.4,12.8,4.2,9.5,44.1,2.3,5.4,43,2.1,2.6,82.9,0.5,2.5,3,4,1.8,0.9,0.3,2.4,24.6,1,0,-1,2019
25,Riquna Williams,LAS,30,23,15,8,25.8,12.3,4,10.5,38.4,2.3,6,39.1,1.9,2.2,88,0.6,2,2.6,1.6,1.2,1.1,0.2,2.5,21.5,0,0,1.7,2019
26,Jewell Loyd,SEA,26,27,14,13,25.4,12.3,4.3,11.1,39.1,1.3,3.7,33.7,2.4,2.6,92.8,0.4,2.3,2.7,2,1.9,1.3,0.1,1.2,21.1,0,0,1.4,2019
27,Alyssa Thomas,CON,28,34,23,11,30.2,11.6,4.9,9.8,50.5,0,0,0,1.8,3.6,49.6,2.4,5.3,7.8,3.1,2,1.9,0.4,2.8,27.1,6,0,4.9,2019
28,Candice Dupree,IND,35,34,13,21,30.7,11.6,5.1,10.9,47.2,0,0.1,0,1.4,1.6,83.9,0.7,4.3,5,2.5,1.5,0.4,0.6,1,21.2,3,0,-3,2019
29,Aerial Powers,WAS,26,30,23,7,19.8,11.4,3.6,8.3,43.4,1.4,3.9,36.2,2.8,3.3,86.7,1.1,2.1,3.2,1.5,1.5,0.8,0.2,1.6,19.6,0,0,6.1,2019
30,Candace Parker,LAS,34,22,14,8,26,11.2,4,9.6,42.2,0.7,2.7,26.7,2.4,3,79.1,1.1,5.3,6.4,3.5,2.5,1,0.8,1.8,25.4,4,0,3.1,2019
31,Courtney Vandersloot,CHI,31,33,20,13,30,11.2,4.1,9.1,45.2,0.9,3.2,29,2.1,2.4,85,0.6,3.7,4.3,9.1,2.9,1.4,0.5,1.5,29.2,6,0,4.1,2019
32,Jasmine Thomas,CON,30,34,23,11,29.7,11.1,4.1,10.4,39.2,1.3,3.6,36.6,1.6,2.1,80,0.6,2.3,2.9,5.1,2.7,1.4,0.1,1.8,23.6,1,0,4.4,2019
33,Dearica Hamby,LVA,26,34,21,13,24.8,11,4.1,8.5,48.8,0.5,1.6,32.1,2.2,3,71.8,2.2,5.3,7.6,1.9,1.8,1,0.4,2.1,23.6,9,0,4.1,2019
34,Allisha Gray,DAL,25,34,10,24,30.5,10.6,3.4,7.5,45.7,1,2.5,38.4,2.8,3.3,84.8,1.3,2.8,4.1,2.3,1.5,1.2,0.4,2.6,21.4,0,0,-3.1,2019
35,Kayla Thornton,DAL,27,27,7,20,30.4,10.4,3.7,10.7,34.3,1,3.8,27.2,2,2.1,93.1,1.8,3.5,5.3,1.8,1.6,0.9,0.3,2.2,20.9,1,0,-4.1,2019
36,Ariel Atkins,WAS,23,33,25,8,24.3,10.3,3.7,9,41.6,1.5,4.3,35.7,1.3,1.6,81.1,0.7,2.1,2.8,1.9,1,1.5,0.5,2.2,20.6,0,0,10.2,2019
37,Brittney Sykes,ATL,26,34,8,26,25.9,10.2,3.8,10.3,36.5,0.8,3.2,25.9,1.9,2.7,70.3,0.7,3.7,4.4,2.5,2,0.6,0.5,1.7,20.1,1,0,-3.3,2019
38,Danielle Robinson,MIN,31,34,18,16,27,10.1,4.1,9.3,43.7,0.3,1.2,22,1.7,1.9,87.9,0.6,2.8,3.5,3.7,2.1,1.2,0.2,1.8,20.4,2,0,3.6,2019
38,Erica Wheeler,IND,29,34,13,21,25,10.1,3.7,8.7,42.8,1.4,3.7,38.4,1.2,1.4,87.2,0.1,2.9,3,5,2.9,1.2,0.1,2.2,22.2,0,0,-0.6,2019
40,Jantel Lavender,CHI,31,23,14,9,26.9,10,4.5,9.1,49,0.3,1.2,22.2,0.8,0.9,90.5,2,4.9,6.9,1.1,1.4,0.3,0.6,1.5,20,3,0,0.3,2019
41,Teaira McCowan,IND,23,34,13,21,22.1,10,3.5,6.8,51.7,0,0,0,3,4.4,68.7,3.2,5.8,9,0.2,1.3,0.6,1.3,3.2,23,11,0,-0.2,2019
42,Jordin Canada,SEA,24,30,16,14,28.8,9.8,3.7,9.6,38.8,0.3,1.4,18.6,2.1,2.7,76.8,0.4,1.9,2.4,5.2,2.6,2.3,0.2,1.6,22.6,2,0,2.2,2019
43,Bria Hartley,NYL,27,24,4,20,22.7,9.8,3.3,8.8,37.6,1,3,32.9,2.2,2.8,80.3,0.8,2.5,3.2,3.2,2.1,0.8,0,2.3,18.8,0,0,-6.1,2019
44,Tiffany Mitchell,IND,25,33,12,21,25.2,9.7,3.3,8.7,38.1,0.6,2.1,29,2.5,2.8,89.2,0.7,2.2,2.8,2.2,1.7,0.6,0.1,2.5,16.7,0,0,-2.8,2019
45,Asia (AD) Durr,NYL,23,18,6,12,26.7,9.7,3.9,8.4,46.7,0.8,2.8,29.4,1,1.2,81.8,0.3,1.3,1.6,1.7,1.2,0.6,0.4,1.9,15.8,0,0,-4.6,2019
46,Alysha Clark,SEA,32,31,17,14,28.4,9.6,3.7,7.6,48.1,1.6,3.4,48.1,0.6,0.7,81.8,1.2,3.5,4.7,2.5,1.5,1.1,0.5,1.9,21.7,0,0,3.9,2019
47,Chiney Ogwumike,LAS,28,32,20,12,21.8,9.6,3.9,7.9,49.4,0,0.1,25,1.7,2.1,80.9,2.5,3.2,5.8,0.8,1.3,1,0.7,3.4,19.6,5,0,0.4,2019
